0 1.0203
0 1.0203
0.00010203 1.0203
0.000204061 1.0203
0.000306091 1.0203
0.000408122 1.0203
0.000510152 1.0203
0.000612182 1.0203
0.000714213 1.0203
0.000816243 1.0203
0.000918274 1.0203
0.0010203 1.0203
0.00112233 1.0203
0.00122436 1.0203
0.0013264 1.0203
0.00142843 1.0203
0.00153046 1.0203
0.00163249 1.0203
0.00173452 1.0203
0.00183655 1.0203
0.00193858 1.0203
0.00204061 1.0203
0.00214264 1.0203
0.00224467 1.0203
0.0023467 1.0203
0.00244873 1.0203
0.00255076 1.0203
0.00265279 1.0203
0.00275482 1.0203
0.00285685 1.0203
0.00295888 1.0203
0.00306091 1.0203
0.00316294 1.0203
0.00326497 1.0203
0.003367 1.0203
0.00346903 1.0203
0.00357106 1.0203
0.00367309 1.0203
0.00377512 1.0203
0.00387716 1.0203
0.00397919 1.0203
0.00408122 1.0203
0.00418325 1.0203
0.00428528 1.0203
0.00438731 1.0203
0.00448934 1.0203
0.00459137 1.0203
0.0046934 1.0203
0.00479543 1.0203
0.00489746 1.0203
0.00499949 1.0203
0.00510152 1.0203
0.00520355 1.0203
0.00530558 1.0203
0.00540761 1.0203
0.00550964 1.0203
0.00561167 1.0203
0.0057137 1.0203
0.00581573 1.0203
0.00591776 1.0203
0.00601979 1.0203
0.00612182 1.0203
0.00622385 1.0203
0.00632589 1.0203
0.00642792 1.0203
0.00652995 1.0203
0.00663198 1.0203
0.00673401 1.0203
0.00683604 1.0203
0.00693807 1.0203
0.0070401 1.0203
0.00714213 1.0203
0.00724416 1.0203
0.00734619 1.0203
0.00744822 1.0203
0.00755025 1.0203
0.00765228 1.0203
0.00775431 1.0203
0.00785634 1.0203
0.00795837 1.0203
0.0080604 1.0203
0.00816243 1.0203
0.00826446 1.0203
0.00836649 1.0203
0.00846852 1.0203
0.00857055 1.0203
0.00867258 1.0203
0.00877461 1.0203
0.00887665 1.0203
0.00897868 1.0203
0.00908071 1.0203
0.00918274 1.02029
0.00928477 1.02029
0.0093868 1.02029
0.00948883 1.02029
0.00959086 1.02029
0.00969289 1.02029
0.00979492 1.02029
0.00989695 1.02029
0.00999898 1.02029
0.010101 1.02028
0.010203 1.02028
0.0103051 1.02028
0.0104071 1.02028
0.0105091 1.02028
0.0106112 1.02027
0.0107132 1.02027
0.0108152 1.02027
0.0109173 1.02027
0.0110193 1.02026
0.0111213 1.02026
0.0112233 1.02026
0.0113254 1.02026
0.0114274 1.02025
0.0115294 1.02025
0.0116315 1.02024
0.0117335 1.02024
0.0118355 1.02024
0.0119376 1.02023
0.0120396 1.02023
0.0121416 1.02022
0.0122436 1.02022
0.0123457 1.02021
0.0124477 1.02021
0.0125497 1.0202
0.0126518 1.0202
0.0127538 1.02019
0.0128558 1.02019
0.0129579 1.02018
0.0130599 1.02017
0.0131619 1.02017
0.013264 1.02016
0.013366 1.02015
0.013468 1.02015
0.01357 1.02014
0.0136721 1.02013
0.0137741 1.02012
0.0138761 1.02012
0.0139782 1.02011
0.0140802 1.0201
0.0141822 1.02009
0.0142843 1.02008
0.0143863 1.02007
0.0144883 1.02006
0.0145903 1.02005
0.0146924 1.02004
0.0147944 1.02003
0.0148964 1.02002
0.0149985 1.02001
0.0151005 1.01999
0.0152025 1.01998
0.0153046 1.01997
0.0154066 1.01996
0.0155086 1.01994
0.0156107 1.01993
0.0157127 1.01992
0.0158147 1.0199
0.0159167 1.01989
0.0160188 1.01987
0.0161208 1.01986
0.0162228 1.01984
0.0163249 1.01983
0.0164269 1.01981
0.0165289 1.01979
0.016631 1.01978
0.016733 1.01976
0.016835 1.01974
0.016937 1.01973
0.0170391 1.01971
0.0171411 1.01969
0.0172431 1.01967
0.0173452 1.01965
0.0174472 1.01963
0.0175492 1.01961
0.0176513 1.01959
0.0177533 1.01957
0.0178553 1.01955
0.0179574 1.01953
0.0180594 1.0195
0.0181614 1.01948
0.0182634 1.01946
0.0183655 1.01944
0.0184675 1.01941
0.0185695 1.01939
0.0186716 1.01936
0.0187736 1.01934
0.0188756 1.01931
0.0189777 1.01929
0.0190797 1.01926
0.0191817 1.01923
0.0192837 1.01921
0.0193858 1.01918
0.0194878 1.01915
0.0195898 1.01912
0.0196919 1.01909
0.0197939 1.01907
0.0198959 1.01904
0.019998 1.01901
0.0201 1.01898
0.020202 1.01894
0.0203041 1.01891
0.0204061 1.01888
0.0205081 1.01885
0.0206101 1.01882
0.0207122 1.01878
0.0208142 1.01875
0.0209162 1.01872
0.0210183 1.01868
0.0211203 1.01865
0.0212223 1.01861
0.0213244 1.01858
0.0214264 1.01854
0.0215284 1.0185
0.0216304 1.01847
0.0217325 1.01843
0.0218345 1.01839
0.0219365 1.01835
0.0220386 1.01831
0.0221406 1.01828
0.0222426 1.01824
0.0223447 1.0182
0.0224467 1.01816
0.0225487 1.01811
0.0226507 1.01807
0.0227528 1.01803
0.0228548 1.01799
0.0229568 1.01795
0.0230589 1.0179
0.0231609 1.01786
0.0232629 1.01781
0.023365 1.01777
0.023467 1.01772
0.023569 1.01768
0.0236711 1.01763
0.0237731 1.01759
0.0238751 1.01754
0.0239771 1.01749
0.0240792 1.01744
0.0241812 1.0174
0.0242832 1.01735
0.0243853 1.0173
0.0244873 1.01725
0.0245893 1.0172
0.0246914 1.01715
0.0247934 1.0171
0.0248954 1.01704
0.0249974 1.01699
0.0250995 1.01694
0.0252015 1.01689
0.0253035 1.01683
0.0254056 1.01678
0.0255076 1.01673
0.0256096 1.01667
0.0257117 1.01662
0.0258137 1.01656
0.0259157 1.0165
0.0260178 1.01645
0.0261198 1.01639
0.0262218 1.01633
0.0263238 1.01627
0.0264259 1.01622
0.0265279 1.01616
0.0266299 1.0161
0.026732 1.01604
0.026834 1.01598
0.026936 1.01592
0.0270381 1.01586
0.0271401 1.0158
0.0272421 1.01573
0.0273441 1.01567
0.0274462 1.01561
0.0275482 1.01555
0.0276502 1.01548
0.0277523 1.01542
0.0278543 1.01535
0.0279563 1.01529
0.0280584 1.01522
0.0281604 1.01516
0.0282624 1.01509
0.0283645 1.01502
0.0284665 1.01496
0.0285685 1.01489
0.0286705 1.01482
0.0287726 1.01475
0.0288746 1.01468
0.0289766 1.01461
0.0290787 1.01454
0.0291807 1.01447
0.0292827 1.0144
0.0293848 1.01433
0.0294868 1.01426
0.0295888 1.01419
0.0296908 1.01411
0.0297929 1.01404
0.0298949 1.01397
0.0299969 1.01389
0.030099 1.01382
0.030201 1.01375
0.030303 1.01367
0.0304051 1.01359
0.0305071 1.01352
0.0306091 1.01344
0.0307112 1.01337
0.0308132 1.01329
0.0309152 1.01321
0.0310172 1.01313
0.0311193 1.01305
0.0312213 1.01298
0.0313233 1.0129
0.0314254 1.01282
0.0315274 1.01274
0.0316294 1.01266
0.0317315 1.01258
0.0318335 1.01249
0.0319355 1.01241
0.0320375 1.01233
0.0321396 1.01225
0.0322416 1.01216
0.0323436 1.01208
0.0324457 1.012
0.0325477 1.01191
0.0326497 1.01183
0.0327518 1.01174
0.0328538 1.01166
0.0329558 1.01157
0.0330579 1.01149
0.0331599 1.0114
0.0332619 1.01131
0.0333639 1.01122
0.033466 1.01114
0.033568 1.01105
0.03367 1.01096
0.0337721 1.01087
0.0338741 1.01078
0.0339761 1.01069
0.0340782 1.0106
0.0341802 1.01051
0.0342822 1.01042
0.0343842 1.01033
0.0344863 1.01024
0.0345883 1.01015
0.0346903 1.01005
0.0347924 1.00996
0.0348944 1.00987
0.0349964 1.00977
0.0350985 1.00968
0.0352005 1.00958
0.0353025 1.00949
0.0354046 1.00939
0.0355066 1.0093
0.0356086 1.0092
0.0357106 1.00911
0.0358127 1.00901
0.0359147 1.00891
0.0360167 1.00882
0.0361188 1.00872
0.0362208 1.00862
0.0363228 1.00852
0.0364249 1.00842
0.0365269 1.00832
0.0366289 1.00822
0.0367309 1.00812
0.036833 1.00802
0.036935 1.00792
0.037037 1.00782
0.0371391 1.00772
0.0372411 1.00762
0.0373431 1.00752
0.0374452 1.00741
0.0375472 1.00731
0.0376492 1.00721
0.0377512 1.00711
0.0378533 1.007
0.0379553 1.0069
0.0380573 1.00679
0.0381594 1.00669
0.0382614 1.00658
0.0383634 1.00648
0.0384655 1.00637
0.0385675 1.00627
0.0386695 1.00616
0.0387716 1.00605
0.0388736 1.00594
0.0389756 1.00584
0.0390776 1.00573
0.0391797 1.00562
0.0392817 1.00551
0.0393837 1.0054
0.0394858 1.00529
0.0395878 1.00518
0.0396898 1.00507
0.0397919 1.00496
0.0398939 1.00485
0.0399959 1.00474
0.0400979 1.00463
0.0402 1.00452
0.040302 1.00441
0.040404 1.0043
0.0405061 1.00418
0.0406081 1.00407
0.0407101 1.00396
0.0408122 1.00384
0.0409142 1.00373
0.0410162 1.00362
0.0411183 1.0035
0.0412203 1.00339
0.0413223 1.00327
0.0414243 1.00316
0.0415264 1.00304
0.0416284 1.00292
0.0417304 1.00281
0.0418325 1.00269
0.0419345 1.00257
0.0420365 1.00246
0.0421386 1.00234
0.0422406 1.00222
0.0423426 1.0021
0.0424446 1.00198
0.0425467 1.00187
