t concentration bin0 bin1 bin2 bin3 bin4 bin5 bin6 bin7 bin8 bin9
0.0195898 0 10000 0 0 0 0 0 0 0 0 0
0.0197939 0 10000 0 0 0 0 0 0 0 0 0
0.019998 0 10000 0 0 0 0 0 0 0 0 0
0.020202 0 10000 0 0 0 0 0 0 0 0 0
0.0204061 0 10000 0 0 0 0 0 0 0 0 0
0.0206101 0 10000 0 0 0 0 0 0 0 0 0
0.0208142 0 10000 0 0 0 0 0 0 0 0 0
0.0210183 0 10000 0 0 0 0 0 0 0 0 0
0.0212223 0 10000 0 0 0 0 0 0 0 0 0
0.0214264 0 10000 0 0 0 0 0 0 0 0 0
0.0216304 0 10000 0 0 0 0 0 0 0 0 0
0.0218345 0 10000 0 0 0 0 0 0 0 0 0
0.0220386 0 10000 0 0 0 0 0 0 0 0 0
0.0222426 0 10000 0 0 0 0 0 0 0 0 0
0.0224467 0 10000 0 0 0 0 0 0 0 0 0
0.0226507 0 10000 0 0 0 0 0 0 0 0 0
0.0228548 0 10000 0 0 0 0 0 0 0 0 0
0.0230589 0 10000 0 0 0 0 0 0 0 0 0
0.0232629 0 10000 0 0 0 0 0 0 0 0 0
0.023467 0 10000 0 0 0 0 0 0 0 0 0
0.0236711 0 10000 0 0 0 0 0 0 0 0 0
0.0238751 0 10000 0 0 0 0 0 0 0 0 0
0.0240792 0 10000 0 0 0 0 0 0 0 0 0
0.0242832 0 10000 0 0 0 0 0 0 0 0 0
0.0244873 0 10000 0 0 0 0 0 0 0 0 0
0.0246914 0 10000 0 0 0 0 0 0 0 0 0
0.0248954 0 10000 0 0 0 0 0 0 0 0 0
0.0250995 0 10000 0 0 0 0 0 0 0 0 0
0.0253035 0 10000 0 0 0 0 0 0 0 0 0
0.0255076 0 10000 0 0 0 0 0 0 0 0 0
0.0257117 0 10000 0 0 0 0 0 0 0 0 0
0.0259157 0 10000 0 0 0 0 0 0 0 0 0
0.0261198 0 10000 0 0 0 0 0 0 0 0 0
0.0263238 0 10000 0 0 0 0 0 0 0 0 0
0.0265279 0 10000 0 0 0 0 0 0 0 0 0
0.026732 0 10000 0 0 0 0 0 0 0 0 0
0.026936 0 10000 0 0 0 0 0 0 0 0 0
0.0271401 0 10000 0 0 0 0 0 0 0 0 0
0.0273441 0 10000 0 0 0 0 0 0 0 0 0
0.0275482 0 10000 0 0 0 0 0 0 0 0 0
0.0277523 0 10000 0 0 0 0 0 0 0 0 0
0.0279563 0 10000 0 0 0 0 0 0 0 0 0
0.0281604 0 10000 0 0 0 0 0 0 0 0 0
0.0283645 0 10000 0 0 0 0 0 0 0 0 0
0.0285685 0 10000 0 0 0 0 0 0 0 0 0
0.0287726 0 10000 0 0 0 0 0 0 0 0 0
0.0289766 0 10000 0 0 0 0 0 0 0 0 0
0.0291807 0 10000 0 0 0 0 0 0 0 0 0
0.0293848 0 10000 0 0 0 0 0 0 0 0 0
0.0295888 0 10000 0 0 0 0 0 0 0 0 0
0.0297929 0 10000 0 0 0 0 0 0 0 0 0
0.0299969 0 10000 0 0 0 0 0 0 0 0 0
0.030201 0 10000 0 0 0 0 0 0 0 0 0
0.0304051 0 10000 0 0 0 0 0 0 0 0 0
0.0306091 0 10000 0 0 0 0 0 0 0 0 0
0.0308132 0 10000 0 0 0 0 0 0 0 0 0
0.0310172 0 10000 0 0 0 0 0 0 0 0 0
0.0312213 0 10000 0 0 0 0 0 0 0 0 0
0.0314254 0 10000 0 0 0 0 0 0 0 0 0
0.0316294 0 10000 0 0 0 0 0 0 0 0 0
0.0318335 0 10000 0 0 0 0 0 0 0 0 0
0.0320375 0 10000 0 0 0 0 0 0 0 0 0
0.0322416 0 10000 0 0 0 0 0 0 0 0 0
0.0324457 0 10000 0 0 0 0 0 0 0 0 0
0.0326497 0 10000 0 0 0 0 0 0 0 0 0
0.0328538 0 10000 0 0 0 0 0 0 0 0 0
0.0330579 0 10000 0 0 0 0 0 0 0 0 0
0.0332619 0 10000 0 0 0 0 0 0 0 0 0
0.033466 0 10000 0 0 0 0 0 0 0 0 0
0.03367 0 10000 0 0 0 0 0 0 0 0 0
0.0338741 0 10000 0 0 0 0 0 0 0 0 0
0.0340782 0 10000 0 0 0 0 0 0 0 0 0
0.0342822 0 10000 0 0 0 0 0 0 0 0 0
0.0344863 0 10000 0 0 0 0 0 0 0 0 0
0.0346903 0 10000 0 0 0 0 0 0 0 0 0
0.0348944 0 10000 0 0 0 0 0 0 0 0 0
0.0350985 0 10000 0 0 0 0 0 0 0 0 0
0.0353025 0 10000 0 0 0 0 0 0 0 0 0
0.0355066 0 10000 0 0 0 0 0 0 0 0 0
0.0357106 0 10000 0 0 0 0 0 0 0 0 0
0.0359147 0 10000 0 0 0 0 0 0 0 0 0
0.0361188 0 10000 0 0 0 0 0 0 0 0 0
0.0363228 0 10000 0 0 0 0 0 0 0 0 0
0.0365269 0 10000 0 0 0 0 0 0 0 0 0
0.0367309 0 10000 0 0 0 0 0 0 0 0 0
0.036935 0 10000 0 0 0 0 0 0 0 0 0
0.0371391 0 10000 0 0 0 0 0 0 0 0 0
0.0373431 0 10000 0 0 0 0 0 0 0 0 0
0.0375472 0 10000 0 0 0 0 0 0 0 0 0
0.0377512 0 10000 0 0 0 0 0 0 0 0 0
0.0379553 0 10000 0 0 0 0 0 0 0 0 0
0.0381594 0 10000 0 0 0 0 0 0 0 0 0
0.0383634 0 10000 0 0 0 0 0 0 0 0 0
0.0385675 0 10000 0 0 0 0 0 0 0 0 0
0.0387716 0 10000 0 0 0 0 0 0 0 0 0
0.0389756 0 10000 0 0 0 0 0 0 0 0 0
0.0391797 0 10000 0 0 0 0 0 0 0 0 0
0.0393837 0 10000 0 0 0 0 0 0 0 0 0
0.0395878 0 10000 0 0 0 0 0 0 0 0 0
0.0397919 0 10000 0 0 0 0 0 0 0 0 0
0.0399959 0 10000 0 0 0 0 0 0 0 0 0
0.0402 0 10000 0 0 0 0 0 0 0 0 0
0.040404 0 10000 0 0 0 0 0 0 0 0 0
0.0406081 0 10000 0 0 0 0 0 0 0 0 0
0.0408122 0 10000 0 0 0 0 0 0 0 0 0
0.0410162 0 10000 0 0 0 0 0 0 0 0 0
0.0412203 0 10000 0 0 0 0 0 0 0 0 0
0.0414243 0 10000 0 0 0 0 0 0 0 0 0
0.0416284 0 10000 0 0 0 0 0 0 0 0 0
0.0418325 0 10000 0 0 0 0 0 0 0 0 0
0.0420365 0 10000 0 0 0 0 0 0 0 0 0
0.0422406 0 10000 0 0 0 0 0 0 0 0 0
0.0424446 0 10000 0 0 0 0 0 0 0 0 0
0.0426487 0 10000 0 0 0 0 0 0 0 0 0
0.0428528 0 10000 0 0 0 0 0 0 0 0 0
0.0430568 0 10000 0 0 0 0 0 0 0 0 0
0.0432609 0 10000 0 0 0 0 0 0 0 0 0
0.043465 0 10000 0 0 0 0 0 0 0 0 0
0.043669 0 10000 0 0 0 0 0 0 0 0 0
0.0438731 0 10000 0 0 0 0 0 0 0 0 0
0.0440771 0 10000 0 0 0 0 0 0 0 0 0
0.0442812 0 10000 0 0 0 0 0 0 0 0 0
0.0444853 0 10000 0 0 0 0 0 0 0 0 0
0.0446893 0 10000 0 0 0 0 0 0 0 0 0
0.0448934 0 10000 0 0 0 0 0 0 0 0 0
0.0450974 0 10000 0 0 0 0 0 0 0 0 0
0.0453015 0 10000 0 0 0 0 0 0 0 0 0
0.0455056 0 10000 0 0 0 0 0 0 0 0 0
0.0457096 0 10000 0 0 0 0 0 0 0 0 0
0.0459137 0 10000 0 0 0 0 0 0 0 0 0
0.0461177 0 10000 0 0 0 0 0 0 0 0 0
0.0463218 0 10000 0 0 0 0 0 0 0 0 0
0.0465259 0 10000 0 0 0 0 0 0 0 0 0
0.0467299 0 10000 0 0 0 0 0 0 0 0 0
0.046934 0 10000 0 0 0 0 0 0 0 0 0
0.047138 0 10000 0 0 0 0 0 0 0 0 0
0.0473421 0 10000 0 0 0 0 0 0 0 0 0
0.0475462 0 10000 0 0 0 0 0 0 0 0 0
0.0477502 0 10000 0 0 0 0 0 0 0 0 0
0.0479543 0 10000 0 0 0 0 0 0 0 0 0
0.0481584 0 10000 0 0 0 0 0 0 0 0 0
0.0483624 0 10000 0 0 0 0 0 0 0 0 0
0.0485665 0 10000 0 0 0 0 0 0 0 0 0
0.0487705 0 10000 0 0 0 0 0 0 0 0 0
0.0489746 0 10000 0 0 0 0 0 0 0 0 0
0.0491787 0 10000 0 0 0 0 0 0 0 0 0
0.0493827 0 10000 0 0 0 0 0 0 0 0 0
0.0495868 0 10000 0 0 0 0 0 0 0 0 0
0.0497908 0 10000 0 0 0 0 0 0 0 0 0
0.0499949 0 10000 0 0 0 0 0 0 0 0 0
0.050199 0 10000 0 0 0 0 0 0 0 0 0
0.050403 0 10000 0 0 0 0 0 0 0 0 0
0.0506071 0 10000 0 0 0 0 0 0 0 0 0
0.0508111 0 10000 0 0 0 0 0 0 0 0 0
0.0510152 0 10000 0 0 0 0 0 0 0 0 0
0.0512193 0 10000 0 0 0 0 0 0 0 0 0
0.0514233 0 10000 0 0 0 0 0 0 0 0 0
0.0516274 0 10000 0 0 0 0 0 0 0 0 0
0.0518314 0 10000 0 0 0 0 0 0 0 0 0
0.0520355 0 10000 0 0 0 0 0 0 0 0 0
0.0522396 0 10000 0 0 0 0 0 0 0 0 0
0.0524436 0 10000 0 0 0 0 0 0 0 0 0
0.0526477 0 10000 0 0 0 0 0 0 0 0 0
0.0528517 0 10000 0 0 0 0 0 0 0 0 0
0.0530558 0 10000 0 0 0 0 0 0 0 0 0
0.0532599 0 10000 0 0 0 0 0 0 0 0 0
0.0534639 0 10000 0 0 0 0 0 0 0 0 0
0.053668 0 10000 0 0 0 0 0 0 0 0 0
0.0538721 0 10000 0 0 0 0 0 0 0 0 0
0.0540761 0 10000 0 0 0 0 0 0 0 0 0
0.0542802 0 10000 0 0 0 0 0 0 0 0 0
0.0544842 0 10000 0 0 0 0 0 0 0 0 0
0.0546883 0 10000 0 0 0 0 0 0 0 0 0
0.0548924 0 10000 0 0 0 0 0 0 0 0 0
0.0550964 0 10000 0 0 0 0 0 0 0 0 0
0.0553005 0 10000 0 0 0 0 0 0 0 0 0
0.0555045 0 10000 0 0 0 0 0 0 0 0 0
0.0557086 0 10000 0 0 0 0 0 0 0 0 0
0.0559127 0 10000 0 0 0 0 0 0 0 0 0
0.0561167 0 10000 0 0 0 0 0 0 0 0 0
0.0563208 0 10000 0 0 0 0 0 0 0 0 0
0.0565248 0 10000 0 0 0 0 0 0 0 0 0
0.0567289 0 10000 0 0 0 0 0 0 0 0 0
0.056933 0 10000 0 0 0 0 0 0 0 0 0
0.057137 0 10000 0 0 0 0 0 0 0 0 0
0.0573411 0 10000 0 0 0 0 0 0 0 0 0
0.0575451 0 10000 0 0 0 0 0 0 0 0 0
0.0577492 0 10000 0 0 0 0 0 0 0 0 0
0.0579533 0 10000 0 0 0 0 0 0 0 0 0
0.0581573 0 10000 0 0 0 0 0 0 0 0 0
0.0583614 0 10000 0 0 0 0 0 0 0 0 0
0.0585655 0 10000 0 0 0 0 0 0 0 0 0
0.0587695 0 10000 0 0 0 0 0 0 0 0 0
0.0589736 0 10000 0 0 0 0 0 0 0 0 0
0.0591776 0 10000 0 0 0 0 0 0 0 0 0
0.0593817 0 10000 0 0 0 0 0 0 0 0 0
0.0595858 0 10000 0 0 0 0 0 0 0 0 0
0.0597898 0 10000 0 0 0 0 0 0 0 0 0
0.0599939 0 10000 0 0 0 0 0 0 0 0 0
0.0601979 0 10000 0 0 0 0 0 0 0 0 0
0.060402 0 10000 0 0 0 0 0 0 0 0 0
0.0606061 0 10000 0 0 0 0 0 0 0 0 0
0.0608101 0 10000 0 0 0 0 0 0 0 0 0
0.0610142 0 10000 0 0 0 0 0 0 0 0 0
0.0612182 0 10000 0 0 0 0 0 0 0 0 0
0.0614223 0 10000 0 0 0 0 0 0 0 0 0
0.0616264 0 10000 0 0 0 0 0 0 0 0 0
0.0618304 0 10000 0 0 0 0 0 0 0 0 0
0.0620345 0 10000 0 0 0 0 0 0 0 0 0
0.0622385 0 10000 0 0 0 0 0 0 0 0 0
0.0624426 0 10000 0 0 0 0 0 0 0 0 0
0.0626467 0 10000 0 0 0 0 0 0 0 0 0
0.0628507 0 10000 0 0 0 0 0 0 0 0 0
0.0630548 0 10000 0 0 0 0 0 0 0 0 0
0.0632589 0 10000 0 0 0 0 0 0 0 0 0
0.0634629 0 10000 0 0 0 0 0 0 0 0 0
0.063667 0 10000 0 0 0 0 0 0 0 0 0
0.063871 0 10000 0 0 0 0 0 0 0 0 0
0.0640751 0 10000 0 0 0 0 0 0 0 0 0
0.0642792 0 10000 0 0 0 0 0 0 0 0 0
0.0644832 0 10000 0 0 0 0 0 0 0 0 0
0.0646873 0 10000 0 0 0 0 0 0 0 0 0
0.0648913 0 10000 0 0 0 0 0 0 0 0 0
0.0650954 0 10000 0 0 0 0 0 0 0 0 0
0.0652995 0 10000 0 0 0 0 0 0 0 0 0
0.0655035 0 10000 0 0 0 0 0 0 0 0 0
0.0657076 0 10000 0 0 0 0 0 0 0 0 0
0.0659116 0 10000 0 0 0 0 0 0 0 0 0
0.0661157 0 10000 0 0 0 0 0 0 0 0 0
0.0663198 0 10000 0 0 0 0 0 0 0 0 0
0.0665238 0 10000 0 0 0 0 0 0 0 0 0
0.0667279 0 10000 0 0 0 0 0 0 0 0 0
0.0669319 0 10000 0 0 0 0 0 0 0 0 0
0.067136 0 10000 0 0 0 0 0 0 0 0 0
0.0673401 0 10000 0 0 0 0 0 0 0 0 0
0.0675441 0 10000 0 0 0 0 0 0 0 0 0
0.0677482 0 10000 0 0 0 0 0 0 0 0 0
0.0679522 0 10000 0 0 0 0 0 0 0 0 0
0.0681563 0 10000 0 0 0 0 0 0 0 0 0
0.0683604 0 10000 0 0 0 0 0 0 0 0 0
0.0685644 0 10000 0 0 0 0 0 0 0 0 0
0.0687685 0 10000 0 0 0 0 0 0 0 0 0
0.0689726 0 10000 0 0 0 0 0 0 0 0 0
0.0691766 0 10000 0 0 0 0 0 0 0 0 0
0.0693807 0 10000 0 0 0 0 0 0 0 0 0
0.0695847 0 10000 0 0 0 0 0 0 0 0 0
0.0697888 0 10000 0 0 0 0 0 0 0 0 0
0.0699929 0 10000 0 0 0 0 0 0 0 0 0
0.0701969 0 10000 0 0 0 0 0 0 0 0 0
0.070401 0 10000 0 0 0 0 0 0 0 0 0
0.070605 0 10000 0 0 0 0 0 0 0 0 0
0.0708091 0 10000 0 0 0 0 0 0 0 0 0
0.0710132 0 10000 0 0 0 0 0 0 0 0 0
0.0712172 0 10000 0 0 0 0 0 0 0 0 0
0.0714213 0 10000 0 0 0 0 0 0 0 0 0
0.0716253 0 10000 0 0 0 0 0 0 0 0 0
0.0718294 0 10000 0 0 0 0 0 0 0 0 0
0.0720335 0 10000 0 0 0 0 0 0 0 0 0
0.0722375 0 10000 0 0 0 0 0 0 0 0 0
0.0724416 0 10000 0 0 0 0 0 0 0 0 0
0.0726456 0 10000 0 0 0 0 0 0 0 0 0
0.0728497 0 10000 0 0 0 0 0 0 0 0 0
0.0730538 0 10000 0 0 0 0 0 0 0 0 0
0.0732578 0 10000 0 0 0 0 0 0 0 0 0
0.0734619 0 10000 0 0 0 0 0 0 0 0 0
0.073666 0 10000 0 0 0 0 0 0 0 0 0
0.07387 0 10000 0 0 0 0 0 0 0 0 0
0.0740741 0 10000 0 0 0 0 0 0 0 0 0
0.0742781 0 10000 0 0 0 0 0 0 0 0 0
0.0744822 0 10000 0 0 0 0 0 0 0 0 0
0.0746863 0 10000 0 0 0 0 0 0 0 0 0
0.0748903 0 10000 0 0 0 0 0 0 0 0 0
0.0750944 0 10000 0 0 0 0 0 0 0 0 0
0.0752984 0 10000 0 0 0 0 0 0 0 0 0
0.0755025 0 10000 0 0 0 0 0 0 0 0 0
0.0757066 0 10000 0 0 0 0 0 0 0 0 0
0.0759106 0 10000 0 0 0 0 0 0 0 0 0
0.0761147 0 10000 0 0 0 0 0 0 0 0 0
0.0763187 0 10000 0 0 0 0 0 0 0 0 0
0.0765228 0 10000 0 0 0 0 0 0 0 0 0
0.0767269 0 10000 0 0 0 0 0 0 0 0 0
0.0769309 0 10000 0 0 0 0 0 0 0 0 0
0.077135 0 10000 0 0 0 0 0 0 0 0 0
0.077339 0 10000 0 0 0 0 0 0 0 0 0
0.0775431 0 10000 0 0 0 0 0 0 0 0 0
0.0777472 0 10000 0 0 0 0 0 0 0 0 0
0.0779512 0 10000 0 0 0 0 0 0 0 0 0
0.0781553 0 10000 0 0 0 0 0 0 0 0 0
0.0783594 0 10000 0 0 0 0 0 0 0 0 0
0.0785634 0 10000 0 0 0 0 0 0 0 0 0
0.0787675 0 10000 0 0 0 0 0 0 0 0 0
0.0789715 0 10000 0 0 0 0 0 0 0 0 0
0.0791756 0 10000 0 0 0 0 0 0 0 0 0
0.0793797 0 10000 0 0 0 0 0 0 0 0 0
0.0795837 0 10000 0 0 0 0 0 0 0 0 0
0.0797878 0 10000 0 0 0 0 0 0 0 0 0
0.0799918 0 10000 0 0 0 0 0 0 0 0 0
0.0801959 0 10000 0 0 0 0 0 0 0 0 0
0.0804 0 10000 0 0 0 0 0 0 0 0 0
0.080604 0 10000 0 0 0 0 0 0 0 0 0
0.0808081 0 10000 0 0 0 0 0 0 0 0 0
0.0810121 0 10000 0 0 0 0 0 0 0 0 0
0.0812162 0 10000 0 0 0 0 0 0 0 0 0
0.0814203 0 10000 0 0 0 0 0 0 0 0 0
0.0816243 0 10000 0 0 0 0 0 0 0 0 0
0.0818284 0 10000 0 0 0 0 0 0 0 0 0
0.0820324 0 10000 0 0 0 0 0 0 0 0 0
0.0822365 0 10000 0 0 0 0 0 0 0 0 0
0.0824406 0 10000 0 0 0 0 0 0 0 0 0
0.0826446 0 10000 0 0 0 0 0 0 0 0 0
0.0828487 0 10000 0 0 0 0 0 0 0 0 0
0.0830527 0 10000 0 0 0 0 0 0 0 0 0
0.0832568 0 10000 0 0 0 0 0 0 0 0 0
0.0834609 0 10000 0 0 0 0 0 0 0 0 0
0.0836649 0 10000 0 0 0 0 0 0 0 0 0
0.083869 0 10000 0 0 0 0 0 0 0 0 0
0.0840731 0 10000 0 0 0 0 0 0 0 0 0
0.0842771 0 10000 0 0 0 0 0 0 0 0 0
0.0844812 0 10000 0 0 0 0 0 0 0 0 0
0.0846852 0 10000 0 0 0 0 0 0 0 0 0
0.0848893 0 10000 0 0 0 0 0 0 0 0 0
0.0850934 0 10000 0 0 0 0 0 0 0 0 0
0.0852974 0 10000 0 0 0 0 0 0 0 0 0
0.0855015 0 10000 0 0 0 0 0 0 0 0 0
0.0857055 0 10000 0 0 0 0 0 0 0 0 0
0.0859096 0 10000 0 0 0 0 0 0 0 0 0
0.0861137 0 10000 0 0 0 0 0 0 0 0 0
0.0863177 0 10000 0 0 0 0 0 0 0 0 0
0.0865218 0 10000 0 0 0 0 0 0 0 0 0
0.0867258 0 10000 0 0 0 0 0 0 0 0 0
0.0869299 0 10000 0 0 0 0 0 0 0 0 0
0.087134 0 10000 0 0 0 0 0 0 0 0 0
0.087338 0 10000 0 0 0 0 0 0 0 0 0
0.0875421 0 10000 0 0 0 0 0 0 0 0 0
0.0877461 0 10000 0 0 0 0 0 0 0 0 0
0.0879502 0 10000 0 0 0 0 0 0 0 0 0
0.0881543 0 10000 0 0 0 0 0 0 0 0 0
0.0883583 0 10000 0 0 0 0 0 0 0 0 0
0.0885624 0 10000 0 0 0 0 0 0 0 0 0
0.0887665 0 10000 0 0 0 0 0 0 0 0 0
0.0889705 0 10000 0 0 0 0 0 0 0 0 0
0.0891746 0 10000 0 0 0 0 0 0 0 0 0
0.0893786 0 10000 0 0 0 0 0 0 0 0 0
0.0895827 0 10000 0 0 0 0 0 0 0 0 0
0.0897868 0 10000 0 0 0 0 0 0 0 0 0
0.0899908 0 10000 0 0 0 0 0 0 0 0 0
0.0901949 0 10000 0 0 0 0 0 0 0 0 0
0.0903989 0 10000 0 0 0 0 0 0 0 0 0
0.090603 0 10000 0 0 0 0 0 0 0 0 0
0.0908071 0 10000 0 0 0 0 0 0 0 0 0
0.0910111 0 10000 0 0 0 0 0 0 0 0 0
0.0912152 0 10000 0 0 0 0 0 0 0 0 0
0.0914192 0 10000 0 0 0 0 0 0 0 0 0
0.0916233 0 10000 0 0 0 0 0 0 0 0 0
0.0918274 0 10000 0 0 0 0 0 0 0 0 0
0.0920314 0 10000 0 0 0 0 0 0 0 0 0
0.0922355 0 10000 0 0 0 0 0 0 0 0 0
0.0924395 0 10000 0 0 0 0 0 0 0 0 0
0.0926436 0 10000 0 0 0 0 0 0 0 0 0
0.0928477 0 10000 0 0 0 0 0 0 0 0 0
0.0930517 0 10000 0 0 0 0 0 0 0 0 0
0.0932558 0 10000 0 0 0 0 0 0 0 0 0
0.0934599 0 10000 0 0 0 0 0 0 0 0 0
0.0936639 0 10000 0 0 0 0 0 0 0 0 0
0.093868 0 10000 0 0 0 0 0 0 0 0 0
0.094072 0 10000 0 0 0 0 0 0 0 0 0
0.0942761 0 10000 0 0 0 0 0 0 0 0 0
0.0944802 0 10000 0 0 0 0 0 0 0 0 0
0.0946842 0 10000 0 0 0 0 0 0 0 0 0
0.0948883 0 10000 0 0 0 0 0 0 0 0 0
0.0950923 0 10000 0 0 0 0 0 0 0 0 0
0.0952964 0 10000 0 0 0 0 0 0 0 0 0
0.0955005 0 10000 0 0 0 0 0 0 0 0 0
0.0957045 0 10000 0 0 0 0 0 0 0 0 0
0.0959086 0 10000 0 0 0 0 0 0 0 0 0
0.0961126 0 10000 0 0 0 0 0 0 0 0 0
0.0963167 0 10000 0 0 0 0 0 0 0 0 0
0.0965208 0 10000 0 0 0 0 0 0 0 0 0
0.0967248 0 10000 0 0 0 0 0 0 0 0 0
0.0969289 0 10000 0 0 0 0 0 0 0 0 0
0.0971329 0 10000 0 0 0 0 0 0 0 0 0
0.097337 0 10000 0 0 0 0 0 0 0 0 0
0.0975411 0 10000 0 0 0 0 0 0 0 0 0
0.0977451 0 10000 0 0 0 0 0 0 0 0 0
0.0979492 0 10000 0 0 0 0 0 0 0 0 0
0.0981532 0 10000 0 0 0 0 0 0 0 0 0
0.0983573 0 10000 0 0 0 0 0 0 0 0 0
0.0985614 0 10000 0 0 0 0 0 0 0 0 0
0.0987654 0 10000 0 0 0 0 0 0 0 0 0
0.0989695 0 10000 0 0 0 0 0 0 0 0 0
0.0991736 0 10000 0 0 0 0 0 0 0 0 0
0.0993776 0 10000 0 0 0 0 0 0 0 0 0
0.0995817 0 10000 0 0 0 0 0 0 0 0 0
0.0997857 0 10000 0 0 0 0 0 0 0 0 0
0.0999898 0 10000 0 0 0 0 0 0 0 0 0
0.100194 0 10000 0 0 0 0 0 0 0 0 0
0.100398 0 10000 0 0 0 0 0 0 0 0 0
0.100602 0 10000 0 0 0 0 0 0 0 0 0
0.100806 0 10000 0 0 0 0 0 0 0 0 0
0.10101 0 10000 0 0 0 0 0 0 0 0 0
0.101214 0 10000 0 0 0 0 0 0 0 0 0
0.101418 0 10000 0 0 0 0 0 0 0 0 0
0.101622 0 10000 0 0 0 0 0 0 0 0 0
0.101826 0 10000 0 0 0 0 0 0 0 0 0
0.10203 0 10000 0 0 0 0 0 0 0 0 0
0.102234 0 10000 0 0 0 0 0 0 0 0 0
0.102439 0 10000 0 0 0 0 0 0 0 0 0
0.102643 0 10000 0 0 0 0 0 0 0 0 0
0.102847 0 10000 0 0 0 0 0 0 0 0 0
0.103051 0 10000 0 0 0 0 0 0 0 0 0
0.103255 0 10000 0 0 0 0 0 0 0 0 0
0.103459 0 10000 0 0 0 0 0 0 0 0 0
0.103663 0 10000 0 0 0 0 0 0 0 0 0
0.103867 0 10000 0 0 0 0 0 0 0 0 0
0.104071 0 10000 0 0 0 0 0 0 0 0 0
0.104275 0 10000 0 0 0 0 0 0 0 0 0
0.104479 0 10000 0 0 0 0 0 0 0 0 0
0.104683 0 10000 0 0 0 0 0 0 0 0 0
0.104887 0 10000 0 0 0 0 0 0 0 0 0
0.105091 0 10000 0 0 0 0 0 0 0 0 0
0.105295 0 10000 0 0 0 0 0 0 0 0 0
0.105499 0 10000 0 0 0 0 0 0 0 0 0
0.105703 0 10000 0 0 0 0 0 0 0 0 0
0.105908 0 10000 0 0 0 0 0 0 0 0 0
0.106112 0 10000 0 0 0 0 0 0 0 0 0
0.106316 0 10000 0 0 0 0 0 0 0 0 0
0.10652 0 10000 0 0 0 0 0 0 0 0 0
0.106724 0 10000 0 0 0 0 0 0 0 0 0
0.106928 0 10000 0 0 0 0 0 0 0 0 0
0.107132 0 10000 0 0 0 0 0 0 0 0 0
0.107336 0 10000 0 0 0 0 0 0 0 0 0
0.10754 0 10000 0 0 0 0 0 0 0 0 0
0.107744 0 10000 0 0 0 0 0 0 0 0 0
0.107948 0 10000 0 0 0 0 0 0 0 0 0
0.108152 0 10000 0 0 0 0 0 0 0 0 0
0.108356 0 10000 0 0 0 0 0 0 0 0 0
0.10856 0 10000 0 0 0 0 0 0 0 0 0
0.108764 0 10000 0 0 0 0 0 0 0 0 0
0.108968 0 10000 0 0 0 0 0 0 0 0 0
0.109173 0 10000 0 0 0 0 0 0 0 0 0
0.109377 0 10000 0 0 0 0 0 0 0 0 0
0.109581 0 10000 0 0 0 0 0 0 0 0 0
0.109785 0 10000 0 0 0 0 0 0 0 0 0
0.109989 0 10000 0 0 0 0 0 0 0 0 0
0.110193 0 10000 0 0 0 0 0 0 0 0 0
0.110397 0 10000 0 0 0 0 0 0 0 0 0
0.110601 0 10000 0 0 0 0 0 0 0 0 0
0.110805 0 10000 0 0 0 0 0 0 0 0 0
0.111009 0 10000 0 0 0 0 0 0 0 0 0
0.111213 0 10000 0 0 0 0 0 0 0 0 0
0.111417 0 10000 0 0 0 0 0 0 0 0 0
0.111621 0 10000 0 0 0 0 0 0 0 0 0
0.111825 0 10000 0 0 0 0 0 0 0 0 0
0.112029 0 10000 0 0 0 0 0 0 0 0 0
0.112233 0 10000 0 0 0 0 0 0 0 0 0
0.112438 0 10000 0 0 0 0 0 0 0 0 0
0.112642 0 10000 0 0 0 0 0 0 0 0 0
0.112846 0 10000 0 0 0 0 0 0 0 0 0
0.11305 0 10000 0 0 0 0 0 0 0 0 0
0.113254 0 10000 0 0 0 0 0 0 0 0 0
0.113458 0 10000 0 0 0 0 0 0 0 0 0
0.113662 0 10000 0 0 0 0 0 0 0 0 0
0.113866 0 10000 0 0 0 0 0 0 0 0 0
0.11407 0 10000 0 0 0 0 0 0 0 0 0
0.114274 0 10000 0 0 0 0 0 0 0 0 0
0.114478 0 10000 0 0 0 0 0 0 0 0 0
0.114682 0 10000 0 0 0 0 0 0 0 0 0
0.114886 0 10000 0 0 0 0 0 0 0 0 0
0.11509 0 10000 0 0 0 0 0 0 0 0 0
0.115294 0 10000 0 0 0 0 0 0 0 0 0
0.115498 0 10000 0 0 0 0 0 0 0 0 0
0.115702 0 10000 0 0 0 0 0 0 0 0 0
